,0,1,2,3,4,anno_ids_0,anno_ids_1,anno_ids_2,anno_ids_3,anno_ids_4,kc_ids
899,VL2p,VA7m,VA3,VC3m,VC2,1419126,1419121,1419182,2500575,1419099,10882
900,DM4,DM3,DP1m,VM3,DM6,1419070,1419219,2500472,1419178,2500548,12934
901,DL2v,DM5,DM4,V,DP1l,1419214,1419102,1419070,1419095,2500556,12934
902,DC2,DP1m,DC2,VC1,DA2,1283103,2500472,1283103,1419195,1419133,12934
903,VA2,DM2,VC4,DM3,DM3,1419211,1419110,2500615,1419219,1419219,12934
904,DP1m,VA7l,VL2p,VA3,VA4,2500472,1419088,1419126,1419182,1283123,12934
905,VA4,VP2,V,DM1,V,1283123,4672152,1419095,1419230,1419095,12934
906,VA4,DM4,DM1,DM1,DM3,1283123,1419070,1419230,1419230,1419219,10894
907,VA4,DM4,V,DM3,DM1,1283123,1419070,1419095,1419219,1419230,10894
908,DM1,DM4,VA4,DM2,DM3,1419230,1419070,1283123,1419110,1419219,10894
909,VA2,DP1m,DM2,DM2,DC1,1419211,2500472,1419110,1419110,1419168,10894
910,DC1,DA1,DM2,DC3,DM2,1419168,1419201,1419110,1283111,1419110,10894
911,DM3,VA4,DM1,DM5,DP1m,1419219,1283123,1419230,1419102,2500472,10894
912,DM4,DP1m,DM1,DM2,DM1,1419070,2500472,1419230,1419110,1419230,205490
913,DC1,VC3m,VL2p,DA1,VA7m,1419168,2500575,1419126,1419201,1419121,205490
914,VA7l,DA4l,VL2p,VC2,DC1,1419088,4502221,1419126,1419099,1419168,205490
915,VA1v,DC3,DC3,DA1,DA1,2500585,1283111,1283111,1419201,1419201,205490
916,DA1,DA1,VA6,DC3,DA1,1419201,1419201,2500515,1283111,1419201,6838
917,DA1,DA1,DC3,DA1,VA1d,1419201,1419201,1283111,1419201,1283107,6838
918,DL1,DC3,VA1v,VA1v,VA1v,1419144,1283111,2500585,2500585,2500585,6838
919,DA4l,DC1,DA4l,VA7l,VL2p,4502221,1419168,4502221,1419088,1419126,6838
920,DP1m,V,VA3,VC2,VP2,2500472,1419095,1419182,1419099,4672152,6838
921,VA7m,DL4,DA3,VM5d,DC2,1419121,1419192,2500563,1194543,1283103,4209341
922,VA3,DM3,VC4,VC1,VM5d,1419182,1419219,2500615,1419195,1194543,4209341
923,DP1l,DA3,DA3,VC2,VM5d,2500556,2500563,2500563,1419099,1194543,4209341
924,DL2v,VA2,DM5,DM4,VM3,1419214,1419211,1419102,1419070,1419178,4209341
925,VC4,DM3,VA2,DL2d,VA3,2500615,1419219,1419211,1419171,1419182,4209341
926,DC1,VC4,DC3,VA1d,DA1,1419168,2500615,1283111,1283107,1419201,4209341
927,DL5,DM6,VM5v,VM7v,DM6,1419118,2500548,1194549,1419157,2500548,527040
928,VA2,VM2,DL2v,VC3m,VM2,1419211,1419073,1419214,2500575,1419073,527040
929,VM5v,DL5,DM6,VM7d,VM7v,1194549,1419118,2500548,1419114,1419157,527040
930,VA4,DM4,DM1,DM1,DM3,1283123,1419070,1419230,1419230,1419219,527040
931,DM1,VA4,DM4,VA4,VM3,1419230,1283123,1419070,1283123,1419178,10946
932,DM1,V,DM4,VA4,DM2,1419230,1419095,1419070,1283123,1419110,10946
933,VA2,DP1m,DM2,DM2,DC1,1419211,2500472,1419110,1419110,1419168,10946
934,DM1,DM4,VA4,DM2,V,1419230,1419070,1283123,1419110,1419095,10946
935,DM3,VM3,DM1,DM4,VM3,1419219,1419178,1419230,1419070,1419178,10946
936,VA6,VC3l,VM5d,VA1v,DA1,2500515,4587289,1194543,2500585,1419201,10946
937,DC2,VC3m,DP1m,VC3l,DC1,1283103,2500575,2500472,4587289,1419168,8902
938,VM7d,VM5v,VM5v,DC4,DM6,1419114,1194549,1194549,1419077,2500548,8902
939,DL1,DL1,DP1l,VL2p,VA7l,1419144,1419144,2500556,1419126,1419088,8902
940,DL1,DP1l,VC5,DL1,DL2d,1419144,2500556,5604551,1419144,1419171,8902
941,DA4l,DP1m,DP1l,DL2d,VC1,4502221,2500472,2500556,1419171,1419195,8902
942,DA4m,VM5v,VP1,DA1,DM4,1419080,1194549,5304188,1419201,1419070,8902
943,VA5,VM5v,VM5v,VP1,VA7m,2500530,1194549,1194549,5304188,1419121,8902
944,DP1l,DM1,VC2,VL2p,DL2v,2500556,1419230,1419099,1419126,1419214,1399495
945,DL2v,VC2,VA3,VA3,VA5,1419214,1419099,1419182,1419182,2500530,1399495
946,DA2,DC2,VP1,DA2,DA4l,1419133,1283103,5304188,1419133,4502221,1399495
947,DC1,DC2,DL5,DM2,DL1,1419168,1283103,1419118,1419110,1419144,1399495
948,VC3l,VM5d,DM6,VM5v,VC4,4587289,1194543,2500548,1194549,2500615,1399495
949,VA7l,DA4l,VC1,VP1,DL2d,1419088,4502221,1419195,5304188,1419171,1399495
950,DL2d,DL2v,DL2v,VC3m,V,1419171,1419214,1419214,2500575,1419095,514761
951,DL2v,DL2v,DP1l,VM3,V,1419214,1419214,2500556,1419178,1419095,514761
952,DM1,VM3,VM3,VA4,DM4,1419230,1419178,1419178,1283123,1419070,514761
953,DM2,DM4,DM2,DM3,DP1m,1419110,1419070,1419110,1419219,2500472,514761
954,VC3l,DP1m,VA2,DM5,DM2,4587289,2500472,1419211,1419102,1419110,514761
955,VM5d,VM5d,DL1,VM5d,DL3,1194543,1194543,1419144,1194543,2468810,15050
956,VM5v,VC3l,DL5,VM5v,DL4,1194549,4587289,1419118,1194549,1419192,15050
957,VC3l,VM7v,VM5d,VC3m,VC3l,4587289,1419157,1194543,2500575,4587289,15050
958,VM5d,VM5d,VM7d,VM5v,VM7d,1194543,1194543,1419114,1194549,1419114,15050
959,VA3,DM3,VC4,DA1,VM7v,1419182,1419219,2500615,1419201,1419157,15050
960,VL2a,VA1v,VM5d,DL5,DL1,2500501,2500585,1194543,1419118,1419144,15050
961,VM1,VA7m,VC2,VA7l,VA7m,1419153,1419121,1419099,1419088,1419121,15050
962,VM7d,DL5,VM7v,VM7v,DL5,1419114,1419118,1419157,1419157,1419118,17110
963,DA1,DA1,DL1,VA1d,DA1,1419201,1419201,1419144,1283107,1419201,17110
964,DC3,DA1,VA1v,DC1,VA1d,1283111,1419201,2500585,1419168,1283107,17110
965,VC1,VM2,VA2,VA7m,VC2,1419195,1419073,1419211,1419121,1419099,17110
966,DM4,DP1m,DM1,DM1,DM2,1419070,2500472,1419230,1419230,1419110,17110
967,DA2,VA3,VA7m,VC2,VC1,1419133,1419182,1419121,1419099,1419195,17110
968,VA1v,VC4,DL1,VA1d,DL1,2500585,2500615,1419144,1283107,1419144,13018
969,VM5d,DL5,VM5v,DC1,DC4,1194543,1419118,1194549,1419168,1419077,13018
970,DM5,VM2,DM4,DP1m,VM2,1419102,1419073,1419070,2500472,1419073,13018
971,DL1,VM5d,VC3l,DL1,VM5d,1419144,1194543,4587289,1419144,1194543,13018
972,DL2v,DL2v,DL2d,VC2,DL2v,1419214,1419214,1419171,1419099,1419214,514778
973,DA1,VC3m,VM5v,DL1,DL1,1419201,2500575,1194549,1419144,1419144,514778
974,V,DA3,VM3,VC3m,V,1419095,2500563,1419178,2500575,1419095,514778
975,DL2d,VM2,VM3,VM3,DP1l,1419171,1419073,1419178,1419178,2500556,514778
976,DP1m,DC1,VA6,VL2p,DM2,2500472,1419168,2500515,1419126,1419110,514778
977,DM1,DM4,DP1m,DM2,VA4,1419230,1419070,2500472,1419110,1283123,514778
978,DP1m,DM4,VL2p,DL2v,DL2d,2500472,1419070,1419126,1419214,1419171,514784
979,DA3,V,V,VC3m,VM3,2500563,1419095,1419095,2500575,1419178,514784
980,DP1m,V,DM1,DL2v,DC1,2500472,1419095,1419230,1419214,1419168,514784
981,DM5,V,VA3,VA7m,DM4,1419102,1419095,1419182,1419121,1419070,514784
982,DL2v,DM4,DL2v,DL2d,DL2d,1419214,1419070,1419214,1419171,1419171,514784
983,DM1,DM4,DM3,VA4,DC1,1419230,1419070,1419219,1283123,1419168,514784
984,DP1m,DM3,DM4,VA4,DM5,2500472,1419219,1419070,1283123,1419102,514784
985,VM1,DP1l,DM5,VA7m,VM1,1419153,2500556,1419102,1419121,1419153,162532
986,VP1,VC1,DP1m,V,VM1,5304188,1419195,2500472,1419095,1419153,162532
987,VA7m,DA2,DM5,DA2,VM1,1419121,1419133,1419102,1419133,1419153,162532
988,VM2,VM3,DM4,VM3,DM1,1419073,1419178,1419070,1419178,1419230,13030
989,VL2a,DC3,VC3l,VC3m,VA6,2500501,1283111,4587289,2500575,2500515,13030
990,VA2,DP1l,DL2v,DM5,VA4,1419211,2500556,1419214,1419102,1283123,13030
991,DM4,DM6,DM2,DP1m,VM3,1419070,2500548,1419110,2500472,1419178,13030
992,DM3,DM4,DM1,VM3,VA4,1419219,1419070,1419230,1419178,1283123,8938
993,VM2,VM3,VM2,DL2v,VA2,1419073,1419178,1419073,1419214,1419211,8938
994,VA4,DM4,DM3,VM3,DM4,1283123,1419070,1419219,1419178,1419070,8938
995,DM1,DC1,VA4,DM4,V,1419230,1419168,1283123,1419070,1419095,8938
996,VM3,V,DL2d,DP1l,DC1,1419178,1419095,1419171,2500556,1419168,8938
997,DM1,DP1m,VA4,VC2,VL2p,1419230,2500472,1283123,1419099,1419126,10986
998,DM4,DM2,V,DM1,DM3,1419070,1419110,1419095,1419230,1419219,10986
999,DL2v,DM3,VA2,DM2,VM2,1419214,1419219,1419211,1419110,1419073,10986
1000,DM2,DM2,VA2,DM2,DP1m,1419110,1419110,1419211,1419110,2500472,10986
1001,VC2,DP1l,VC5,DP1m,VA2,1419099,2500556,5604551,2500472,1419211,17130
1002,DP1m,V,V,VC3m,DP1l,2500472,1419095,1419095,2500575,2500556,17130
1003,VC3m,VL2p,VA7m,DC1,VL2p,2500575,1419126,1419121,1419168,1419126,17130
1004,DA1,DA1,DA1,DA1,DC3,1419201,1419201,1419201,1419201,1283111,17130
1005,VM5d,DC1,VM7v,DM2,VA6,1194543,1419168,1419157,1419110,2500515,17130
1006,DC1,DA1,DM2,VA2,DC3,1419168,1419201,1419110,1419211,1283111,17130
1007,DP1l,DA3,DA3,VM3,VL2p,2500556,2500563,2500563,1419178,1419126,205547
1008,V,DL2d,DM5,V,VM3,1419095,1419171,1419102,1419095,1419178,205547
1009,DA3,DA3,VA5,DA1,DP1l,2500563,2500563,2500530,1419201,2500556,205547
1010,DC1,DL4,DL3,VM5d,DL1,1419168,1419192,2468810,1194543,1419144,205547
1011,DL3,DL4,DC1,DL1,DL1,2468810,1419192,1419168,1419144,1419144,205547
1012,VA7m,VP1,VA3,VA7l,VA7m,1419121,5304188,1419182,1419088,1419121,205547
1013,DC1,VC5,VA6,VC1,VC3m,1419168,5604551,2500515,1419195,2500575,162545
1014,VM5v,DA4m,VM5d,DL5,DC1,1194549,1419080,1194543,1419118,1419168,162545
1015,VA7l,VC1,VC3m,DA2,VC5,1419088,1419195,2500575,1419133,5604551,162545
1016,VC3m,VC5,VL2a,DA1,DC1,2500575,5604551,2500501,1419201,1419168,162545
1017,VC3m,VA7m,DP1m,VM5v,DC2,2500575,1419121,2500472,1194549,1283103,8958
1018,VA7m,DA3,DL5,DM2,DA2,1419121,2500563,1419118,1419110,1419133,8958
1019,VM5v,DM6,DL5,VM5v,VM7d,1194549,2500548,1419118,1194549,1419114,8958
1020,DM2,DP1m,DP1m,DM3,DM2,1419110,2500472,2500472,1419219,1419110,15102
1021,VC5,VC3m,VM5v,VC3l,DC2,5604551,2500575,1194549,4587289,1283103,15102
1022,VM5d,VC3m,VC4,VC4,VP1,1194543,2500575,2500615,2500615,5304188,15102
1023,VA6,DA2,D,VC1,VA7m,2500515,1419133,1419148,1419195,1419121,15102
1024,DC3,DA2,DC3,VC5,DA4l,1283111,1419133,1283111,5604551,4502221,15102
1025,DC1,DM6,VC5,DM2,DL1,1419168,2500548,5604551,1419110,1419144,15102
1026,VM3,DL2v,V,DL2v,DM3,1419178,1419214,1419095,1419214,1419219,11010
1027,DM1,DM4,DP1m,VA4,DM2,1419230,1419070,2500472,1283123,1419110,11010
1028,DM1,VA4,DP1m,VC2,DM3,1419230,1283123,2500472,1419099,1419219,11010
1029,VA3,DP1m,VC3m,VA7m,DM5,1419182,2500472,2500575,1419121,1419102,11010
1030,VA6,DA4l,DC3,DC3,DM2,2500515,4502221,1283111,1283111,1419110,11010
1031,VA2,VC3l,DC1,VC3l,VC4,1419211,4587289,1419168,4587289,2500615,11010
1032,DP1m,DM1,V,DM4,DL2d,2500472,1419230,1419095,1419070,1419171,514820
1033,VA5,DM5,DA2,DM5,VA7m,2500530,1419102,1419133,1419102,1419121,514820
1034,VM5d,VC3l,DM6,VC3l,VC4,1194543,4587289,2500548,4587289,2500615,514820
1035,DM6,DP1m,VC3l,VM5d,DC4,2500548,2500472,4587289,1194543,1419077,514820
1036,DL3,VC3l,DL1,VC3l,VM7v,2468810,4587289,1419144,4587289,1419157,514820
1037,DM6,DM6,VC4,VC5,DM6,2500548,2500548,2500615,5604551,2500548,15114
1038,VM5v,DM5,DA2,DC3,VA6,1194549,1419102,1419133,1283111,2500515,15114
1039,VC3m,VM5d,VP1,VC4,VC3l,2500575,1194543,5304188,2500615,4587289,15114
1040,VC2,VL2p,VL1,VM1,VL1,1419099,1419126,2500599,1419153,2500599,15114
1041,DC3,DA2,DA2,VM5v,DC3,1283111,1419133,1419133,1194549,1283111,15118
1042,DA4l,DA2,DC3,DC3,DA2,4502221,1419133,1283111,1283111,1419133,15118
1043,VC5,DC3,VM4,VA7m,D,5604551,1283111,1419198,1419121,1419148,15118
1044,DL2d,V,DM3,VM3,DM5,1419171,1419095,1419219,1419178,1419102,15118
1045,VC3l,DL1,VA1v,VC3m,VC4,4587289,1419144,2500585,2500575,2500615,70417
1046,VA3,VC3l,DA4m,VA1v,DA2,1419182,4587289,1419080,2500585,1419133,70417
1047,DP1m,VC1,DA2,DC2,VA7m,2500472,1419195,1419133,1283103,1419121,70417
1048,VP1,VM4,VM5v,DL5,VA7m,5304188,1419198,1194549,1419118,1419121,70417
1049,VL1,V,V,DP1l,VP2,2500599,1419095,1419095,2500556,4672152,70417
1050,VL1,V,DP1l,V,VM1,2500599,1419095,2500556,1419095,1419153,70417
1051,DA1,DA1,DA1,DA1,DC3,1419201,1419201,1419201,1419201,1283111,3445525
1052,DC1,DL4,DL3,VM5d,DL1,1419168,1419192,2468810,1194543,1419144,3445525
1053,DM4,DM1,DP1m,DM1,DP1l,1419070,1419230,2500472,1419230,2500556,3445525
1054,VA2,VM2,VC1,VA4,VA2,1419211,1419073,1419195,1283123,1419211,3445525
1055,DA4m,VC3m,DL4,VA7m,DC3,1419080,2500575,1419192,1419121,1283111,6934
1056,V,V,VA4,VM3,VP2,1419095,1419095,1283123,1419178,4672152,6934
1057,DM3,DP1m,VA2,VM2,DM2,1419219,2500472,1419211,1419073,1419110,6934
1058,VA7m,VA7m,VA3,VP1,V,1419121,1419121,1419182,5304188,1419095,6934
1059,DL2d,DL2v,VC3m,V,DL2v,1419171,1419214,2500575,1419095,1419214,514849
1060,VP1,VM5v,DL5,DA4m,VM4,5304188,1194549,1419118,1419080,1419198,514849
1061,VM4,VP1,VL2a,VC3m,DP1l,1419198,5304188,2500501,2500575,2500556,514849
1062,VA6,DA4l,DC3,DM2,DC3,2500515,4502221,1283111,1419110,1283111,514849
1063,DM2,DP1m,DM2,VA2,V,1419110,2500472,1419110,1419211,1419095,514849
1064,DM4,DP1m,DM1,DM1,DM3,1419070,2500472,1419230,1419230,1419219,13098
1065,V,DM1,VP2,VA4,V,1419095,1419230,4672152,1283123,1419095,13098
1066,DM6,DM2,DM4,DM6,DM2,2500548,1419110,1419070,2500548,1419110,13098
1067,VA2,DM2,VC4,VM7v,DM1,1419211,1419110,2500615,1419157,1419230,13098
1068,V,DL2d,DM5,VM3,DM4,1419095,1419171,1419102,1419178,1419070,13098
1069,DL2v,DM5,DM5,VM3,DL2v,1419214,1419102,1419102,1419178,1419214,13098
1070,DM5,DP1l,DA3,VA5,VA7l,1419102,2500556,2500563,2500530,1419088,13098
1071,DP1m,V,VC2,VA7l,DM5,2500472,1419095,1419099,1419088,1419102,17194
1072,DP1l,VP1,VA5,VC2,VP3,2500556,5304188,2500530,1419099,3243803,17194
1073,VA6,DC2,D,DL1,DA1,2500515,1283103,1419148,1419144,1419201,17194
1074,DA1,D,DL1,VM4,DC3,1419201,1419148,1419144,1419198,1283111,17194
1075,DA1,DA1,DC3,DA1,VA1v,1419201,1419201,1283111,1419201,2500585,17194
1076,DA1,DC3,DC3,DA1,DA1,1419201,1283111,1283111,1419201,1419201,17194
1077,DC1,V,DP1l,VM3,VA4,1419168,1419095,2500556,1419178,1283123,514860
1078,VC3m,DP1m,VA7m,DC2,VM5v,2500575,2500472,1419121,1283103,1194549,514860
1079,VL2p,DL1,DL2v,DP1m,DL2d,1419126,1419144,1419214,2500472,1419171,514860
1080,DL2v,VM3,DL2v,DP1m,DP1l,1419214,1419178,1419214,2500472,2500556,514860
1081,VA2,DM6,DM2,VC3l,DC1,1419211,2500548,1419110,4587289,1419168,514860
1082,VC3l,DL1,VA2,DC1,DM6,4587289,1419144,1419211,1419168,2500548,13102
1083,DM1,VA4,DM4,DM3,DP1m,1419230,1283123,1419070,1419219,2500472,13102
1084,VM3,DM5,VM3,VM2,DM4,1419178,1419102,1419178,1419073,1419070,13102
1085,DA1,DA1,VA1d,DL1,DA1,1419201,1419201,1283107,1419144,1419201,13102
1086,VC2,VA3,VM3,VM2,DA2,1419099,1419182,1419178,1419073,1419133,13102
1087,VM2,VM3,DP1m,DM1,VM2,1419073,1419178,2500472,1419230,1419073,13102
1088,DC3,DA2,DC3,VC5,DA4l,1283111,1419133,1283111,5604551,4502221,10029882
1089,DL1,VC3l,VA6,VC4,DM6,1419144,4587289,2500515,2500615,2500548,10029882
1090,DL1,VC5,DM2,VA6,VC1,1419144,5604551,1419110,2500515,1419195,10029882
1091,VC3l,VC3m,DL1,DL4,VL2a,4587289,2500575,1419144,1419192,2500501,10029882
1092,VM7v,DL1,VC3l,DC2,VC3l,1419157,1419144,4587289,1283103,4587289,10029882
1093,VC3m,VL2a,VC5,DC1,VM4,2500575,2500501,5604551,1419168,1419198,10029882
1094,DM6,DM4,DM2,DM6,VM3,2500548,1419070,1419110,2500548,1419178,10029882
1095,VM3,DL2d,V,DM4,DM3,1419178,1419171,1419095,1419070,1419219,8936254
1096,VA3,VC4,VL2p,VC5,VL2a,1419182,2500615,1419126,5604551,2500501,8936254
1097,VC3m,V,DP1l,DL2d,VM3,2500575,1419095,2500556,1419171,1419178,8936254
1098,DM2,DM2,VA2,DM2,DP1m,1419110,1419110,1419211,1419110,2500472,8936254
1099,DA1,DA1,DA1,DC1,DA1,1419201,1419201,1419201,1419168,1419201,8336193
1100,DC1,DA4l,DA4l,VA6,VA7l,1419168,4502221,4502221,2500515,1419088,8336193
1101,DM2,DM3,DM2,DM1,VA2,1419110,1419219,1419110,1419230,1419211,8336193
1102,DL5,VM5v,DM6,VM7v,VM7d,1419118,1194549,2500548,1419157,1419114,11078
1103,DC3,DA1,DA1,DC3,DC1,1283111,1419201,1419201,1283111,1419168,11078
1104,VC3l,DL3,VC4,DL1,DL1,4587289,2468810,2500615,1419144,1419144,11078
1105,VA2,DC1,DM2,VC3l,DM6,1419211,1419168,1419110,4587289,2500548,11078
1106,DC3,DA1,DC3,DA1,DA1,1283111,1419201,1283111,1419201,1419201,17238
1107,VA6,DA4l,DA4l,DM2,VL2p,2500515,4502221,4502221,1419110,1419126,17238
1108,VL2a,VA1d,DA1,DA1,DA1,2500501,1283107,1419201,1419201,1419201,17238
1109,VA6,DA1,DA1,VL2p,DC1,2500515,1419201,1419201,1419126,1419168,17238
1110,DM5,DP1l,DA3,VA7l,VA5,1419102,2500556,2500563,1419088,2500530,17238
1111,DM1,DM4,DP1l,DP1m,DM1,1419230,1419070,2500556,2500472,1419230,13146
1112,DM4,DM1,DP1m,DM2,DM1,1419070,1419230,2500472,1419110,1419230,13146
1113,DM5,DM4,VM3,VM3,V,1419102,1419070,1419178,1419178,1419095,13146
1114,DM1,VA4,VA2,DM2,DM3,1419230,1283123,1419211,1419110,1419219,13146
1115,DP1m,VA4,VM2,VC1,VA3,2500472,1283123,1419073,1419195,1419182,13146
1116,DC3,DA1,DC3,DA1,DA1,1283111,1419201,1283111,1419201,1419201,11102
1117,VC3l,DL3,VC4,DL1,DL1,4587289,2468810,2500615,1419144,1419144,11102
1118,VM7d,VM7v,DL5,VM7v,DC2,1419114,1419157,1419118,1419157,1283103,11102
1119,DM2,DM2,DP1m,DM1,VA2,1419110,1419110,2500472,1419230,1419211,11102
1120,DA1,DA1,DA1,DC3,DA1,1419201,1419201,1419201,1283111,1419201,11102
1121,VP1,VP3,VP3,DP1l,VA7l,5304188,3243803,3243803,2500556,1419088,35679
1122,VC3l,DL3,VC4,DL1,VM7v,4587289,2468810,2500615,1419144,1419157,11106
1123,DM5,V,VM2,VC3l,DL2v,1419102,1419095,1419073,4587289,1419214,11106
1124,VM7v,DL1,VL2a,D,VM7v,1419157,1419144,2500501,1419148,1419157,11106
1125,VA4,DM5,V,DP1m,DM3,1283123,1419102,1419095,2500472,1419219,11106
1126,VC2,DP1l,DP1m,VC5,VA2,1419099,2500556,2500472,5604551,1419211,205669
1127,DL4,DA4m,VA7m,VM4,DC3,1419192,1419080,1419121,1419198,1283111,205669
1128,D,DA1,D,VA1v,D,1419148,1419201,1419148,2500585,1419148,205669
1129,VC4,DC1,VC1,DA1,VA1d,2500615,1419168,1419195,1419201,1283107,205669
1130,DM1,DM4,DP1m,VA4,DM3,1419230,1419070,2500472,1283123,1419219,13158
1131,DC1,DA1,VC4,VA1d,DC3,1419168,1419201,2500615,1283107,1283111,13158
1132,VL2p,VM3,DP1l,VC2,V,1419126,1419178,2500556,1419099,1419095,13158
1133,DM2,DM2,DM3,DM1,DM5,1419110,1419110,1419219,1419230,1419102,13158
1134,VM5d,VM7d,VM5d,VM7d,VM5v,1194543,1419114,1194543,1419114,1194549,15214
1135,DC4,VC3m,DC2,VM5d,VM7d,1419077,2500575,1283103,1194543,1419114,15214
1136,VM4,VM5d,VC5,DL5,DC3,1419198,1194543,5604551,1419118,1283111,15214
1137,VL2a,DL1,DC3,VA6,DM6,2500501,1419144,1283111,2500515,2500548,15214
1138,VC2,DM4,DP1l,DM2,VA6,1419099,1419070,2500556,1419110,2500515,15214
1139,DL1,VM7v,DL1,VA6,VM7v,1419144,1419157,1419144,2500515,1419157,11122
1140,DA4l,VA7l,VP1,DP1m,VA3,4502221,1419088,5304188,2500472,1419182,11122
1141,D,VA6,DA1,VM7v,DL1,1419148,2500515,1419201,1419157,1419144,11122
1142,VM7d,DL5,VM7v,VM7v,DL5,1419114,1419118,1419157,1419157,1419118,11122
1143,DC3,DA1,DC3,DA1,DC1,1283111,1419201,1283111,1419201,1419168,11122
1144,DM6,DA1,VA7m,VA3,VA1v,2500548,1419201,1419121,1419182,2500585,15218
1145,VC2,VL2p,VA4,VM1,VL1,1419099,1419126,1283123,1419153,2500599,15218
1146,DP1m,VM3,DM2,DM1,DM6,2500472,1419178,1419110,1419230,2500548,15218
1147,VC4,VM5d,VC3m,VA6,DL1,2500615,1194543,2500575,2500515,1419144,15218
1148,VM4,VC5,DC3,VP1,VM5d,1419198,5604551,1283111,5304188,1194543,15218
1149,VC4,VC4,VC4,VC5,DC2,2500615,2500615,2500615,5604551,1283103,15218
1150,DM5,DP1l,DA3,VA5,VA7l,1419102,2500556,2500563,2500530,1419088,70516
1151,VA1d,DA1,DA1,VL2a,DA1,1283107,1419201,1419201,2500501,1419201,70516
1152,VM5d,DC1,DL5,VL2a,DL3,1194543,1419168,1419118,2500501,2468810,70516
1153,DC3,DA1,DA1,DA1,DA1,1283111,1419201,1419201,1419201,1419201,70516
1154,VL2a,DA1,VA1d,DA1,DC3,2500501,1419201,1283107,1419201,1283111,70516
1155,DA1,DA1,VM5d,DA1,DA1,1419201,1419201,1194543,1419201,1419201,205686
1156,DC1,DL4,DL3,VM5d,DL1,1419168,1419192,2468810,1194543,1419144,205686
1157,DA4l,DC1,DA4l,VA6,VA6,4502221,1419168,4502221,2500515,2500515,205686
1158,DA2,DA2,DM5,VA7m,VA7m,1419133,1419133,1419102,1419121,1419121,17278
1159,VA7m,DM5,DA2,DL2d,VA5,1419121,1419102,1419133,1419171,2500530,17278
1160,DA4l,DP1l,VC1,DL2d,DP1m,4502221,2500556,1419195,1419171,2500472,17278
1161,VL2p,DP1m,VC1,VM1,DL1,1419126,2500472,1419195,1419153,1419144,17278
1162,DP1l,VM4,VC5,VC3m,VL2a,2500556,1419198,5604551,2500575,2500501,17278
1163,VM2,VA2,VC3m,DL2v,VM3,1419073,1419211,2500575,1419214,1419178,11138
1164,VC4,VC3l,VC3l,DM6,VC3l,2500615,4587289,4587289,2500548,4587289,11138
1165,DC1,VC3m,DA1,VL2p,VA7m,1419168,2500575,1419201,1419126,1419121,11138
1166,DM4,VA4,V,DM3,DM1,1419070,1283123,1419095,1419219,1419230,11138
1167,DP1m,VL2p,DM2,VC2,DM1,2500472,1419126,1419110,1419099,1419230,11138
1168,DL2d,VA7m,VM1,DL2v,VA7l,1419171,1419121,1419153,1419214,1419088,514946
1169,DC1,V,DP1l,VM3,DP1m,1419168,1419095,2500556,1419178,2500472,514946
1170,DM1,DM4,DP1m,VA4,DM2,1419230,1419070,2500472,1283123,1419110,514946
1171,DM3,VM3,DM1,VA4,VA4,1419219,1419178,1419230,1283123,1283123,514946
1172,DM2,V,DM5,DM6,DM4,1419110,1419095,1419102,2500548,1419070,10746756
1173,DM1,DM4,DM3,DL2d,VA2,1419230,1419070,1419219,1419171,1419211,10746756
1174,DL2v,DP1m,DL2v,VM3,DM4,1419214,2500472,1419214,1419178,1419070,10746756
1175,VA2,DP1m,DM2,DM2,DC1,1419211,2500472,1419110,1419110,1419168,10746756
1176,VA2,VM2,DL2v,VM2,VM3,1419211,1419073,1419214,1419073,1419178,10746756
1177,VM5v,VC3l,DL5,VM5v,DL5,1194549,4587289,1419118,1194549,1419118,11142
1178,VL2p,VA7m,DM1,V,DP1l,1419126,1419121,1419230,1419095,2500556,11142
1179,DL5,DM2,DL1,DC4,DC1,1419118,1419110,1419144,1419077,1419168,11142
1180,VM7d,VA1d,VM7v,VM5v,VM7d,1419114,1283107,1419157,1194549,1419114,11142
1181,VA7m,VA3,VC3m,VC5,DA4l,1419121,1419182,2500575,5604551,4502221,11142
1182,DM6,DP1m,VC3l,DC4,VM5d,2500548,2500472,4587289,1419077,1194543,11146
1183,DA1,VA6,DL1,DA1,VL2p,1419201,2500515,1419144,1419201,1419126,11146
1184,DC4,VM5d,DL5,DC1,VM5v,1419077,1194543,1419118,1419168,1194549,11146
1185,VA5,VM5v,VA5,DL1,VA7m,2500530,1194549,2500530,1419144,1419121,11146
1186,DA1,DC3,DC3,DA1,DA1,1419201,1283111,1283111,1419201,1419201,11146
1187,VM5v,VM5d,VP1,VM7d,DA1,1194549,1194543,5304188,1419114,1419201,13202
1188,VL2p,V,VC4,VA3,DA3,1419126,1419095,2500615,1419182,2500563,13202
1189,DC3,DA1,DA1,DC3,DA1,1283111,1419201,1419201,1283111,1419201,13202
1190,VA6,VM5d,VC3l,VA1v,VA1d,2500515,1194543,4587289,2500585,1283107,13202
1191,DP1l,VC2,DM1,VA7l,DL2d,2500556,1419099,1419230,1419088,1419171,514965
1192,DM1,DM4,DM3,VA4,VM3,1419230,1419070,1419219,1283123,1419178,514965
1193,DM2,DM2,VL2p,VA6,DP1m,1419110,1419110,1419126,2500515,2500472,514965
1194,VM7d,VM7v,DL5,VM7v,DC2,1419114,1419157,1419118,1419157,1283103,514965
